source,line,section,value,category,rule,evidence,context
notes/draft-methods.md,597,6.2 Identifiability,25,self_evident,swept buffer radius,,separated at 12 km cannot be separated at 25 km either. The study also states
notes/draft-methods.md,598,6.2 Identifiability,0.35,cited,in a draft's own exemption list,"discussion: posterior error correlation, distinct sector","what its own threshold means — correlations below 0.35 imply ""less than 35 % of"
notes/draft-methods.md,598,6.2 Identifiability,35,neither,no resolver and no exemption,,"what its own threshold means — correlations below 0.35 imply ""less than 35 % of"
notes/draft-methods.md,608,6.2 Identifiability,4.2,self_evident,structural context,,(§4.2). The methodological literature states the consequence directly: inversion
notes/draft-methods.md,615,6.2 Identifiability,2018,self_evident,year as a date,,"spatial resolution and their lack of sensitivity"" (Desjardins et al., 2018)."
notes/draft-methods.md,629,6.3 Relation to the association analysis,6.3,self_evident,structural line,,### 6.3 Relation to the association analysis
notes/draft-methods.md,631,6.3 Relation to the association analysis,5,self_evident,structural context,,The association analysis of §5 is the empirical counterpart of §6.1 rather than a
notes/draft-methods.md,631,6.3 Relation to the association analysis,6.1,self_evident,structural context,,The association analysis of §5 is the empirical counterpart of §6.1 rather than a
notes/draft-methods.md,633,6.3 Relation to the association analysis,5,self_evident,structural context,,"sensitivity is a record in which per-cell predictors should fail, and §5 reports"
notes/draft-methods.md,639,7. Validation,7,self_evident,structural line,,## 7. Validation
notes/draft-methods.md,644,7. Validation,"2,767",measured,inline resolver,tccon.retrievals,"its 2018 record is sparse: 2,767<!--#tccon.retrievals--> retrievals on"
notes/draft-methods.md,644,7. Validation,2018,self_evident,year as a date,,"its 2018 record is sparse: 2,767<!--#tccon.retrievals--> retrievals on"
notes/draft-methods.md,645,7. Validation,44,measured,inline resolver,tccon.days,44<!--#tccon.days--> days. 9<!--#tccon.coincident_days--> days in 2018 carry
notes/draft-methods.md,645,7. Validation,9,measured,inline resolver,tccon.coincident_days,44<!--#tccon.days--> days. 9<!--#tccon.coincident_days--> days in 2018 carry
notes/draft-methods.md,645,7. Validation,2018,self_evident,year as a date,,44<!--#tccon.days--> days. 9<!--#tccon.coincident_days--> days in 2018 carry
notes/draft-methods.md,661,7. Validation,4.3,self_evident,structural context,,"cover, which is the form both predictors take here (§4.3). That frame compares a"
notes/draft-methods.md,668,7. Validation,0.954,cited,in a draft's own exemption list,discussion: accuracy figure in section 8,caveat that it is not fully verifiable: GISA's impervious F-score of 0.954 is
notes/draft-methods.md,670,7. Validation,90,neither,no resolver and no exemption,,"accuracy above 90 percent likewise. A third product, GISA-new, reports 93.12"
notes/draft-methods.md,670,7. Validation,93.12,neither,no resolver and no exemption,,"accuracy above 90 percent likewise. A third product, GISA-new, reports 93.12"
notes/draft-methods.md,671,7. Validation,10.50,neither,no resolver and no exemption,,percent overall accuracy with omission errors of 10.50 percent and commission
notes/draft-methods.md,672,7. Validation,3.52,neither,no resolver and no exemption,,"errors of 3.52 percent on two independent global test sets of more than 100,000"
notes/draft-methods.md,672,7. Validation,"100,000",neither,no resolver and no exemption,,"errors of 3.52 percent on two independent global test sets of more than 100,000"
notes/draft-methods.md,675,7. Validation,1,neither,no resolver and no exemption,,against each other on a single common sample. A 1 m national land-cover map of China reports 73.61
notes/draft-methods.md,675,7. Validation,73.61,cited,in a draft's own exemption list,discussion: SinoLC-1 overall accuracy,against each other on a single common sample. A 1 m national land-cover map of China reports 73.61
notes/draft-methods.md,676,7. Validation,0.6595,neither,no resolver and no exemption,,"percent overall accuracy with a kappa of 0.6595 on 106,344 counted points from"
notes/draft-methods.md,676,7. Validation,"106,344",neither,no resolver and no exemption,,"percent overall accuracy with a kappa of 0.6595 on 106,344 counted points from"
notes/draft-methods.md,677,7. Validation,"100,000",neither,no resolver and no exemption,,"over 100,000 visually interpreted random samples across eleven classes, and"
notes/draft-methods.md,680,7. Validation,1,neither,no resolver and no exemption,,map rather than a table. A 1 m impervious product for the Yangtze River Economic
notes/draft-methods.md,681,7. Validation,75.53,neither,no resolver and no exemption,,"Belt reports an impervious-class F1 of 75.53 with a recall of 61.76, is"
notes/draft-methods.md,681,7. Validation,61.76,neither,no resolver and no exemption,,"Belt reports an impervious-class F1 of 75.53 with a recall of 61.76, is"
notes/draft-methods.md,682,7. Validation,10,cited,in a draft's own exemption list,"methods: published precision filter, under 10 ppb","super-resolved from 10 m imagery, and is deposited as seven example cities. A"
notes/draft-methods.md,683,7. Validation,42,neither,no resolver and no exemption,,submeter product over 42 cities reports 83.6 percent overall accuracy and covers
notes/draft-methods.md,683,7. Validation,83.6,neither,no resolver and no exemption,,submeter product over 42 cities reports 83.6 percent overall accuracy and covers
notes/draft-methods.md,684,7. Validation,30,cited,in a draft's own exemption list,"introduction: inventory spread, at least 30 percent",urban areas only. A 30 m product for 2020 and 2022 reports an impervious F1
notes/draft-methods.md,684,7. Validation,2020,self_evident,year as a date,,urban areas only. A 30 m product for 2020 and 2022 reports an impervious F1
notes/draft-methods.md,684,7. Validation,2022,self_evident,year as a date,,urban areas only. A 30 m product for 2020 and 2022 reports an impervious F1
notes/draft-methods.md,685,7. Validation,0.93,unresolved,"equals a resolver's value, written unmarked",atten.lambda_equal,"above 0.93 and is the same resolution as the layers it would assess, so it is a"
notes/draft-methods.md,687,7. Validation,2020,self_evident,year as a date,,"what it would validate, and each is 2020 or later against analysis years of"
notes/draft-methods.md,688,7. Validation,2000,self_evident,year as a date,,"2000, 2010 and 2018.** So the absence is a property of the products available"
notes/draft-methods.md,688,7. Validation,2010,self_evident,year as a date,,"2000, 2010 and 2018.** So the absence is a property of the products available"
notes/draft-methods.md,688,7. Validation,2018,self_evident,year as a date,,"2000, 2010 and 2018.** So the absence is a property of the products available"
notes/draft-methods.md,697,7. Validation,42,neither,no resolver and no exemption,,"42 urban cores, and the Yangtze River Economic Belt. What closes the route is"
notes/draft-methods.md,706,7. Validation,868,neither,no resolver and no exemption,,"fractional specialisation of Pontius and Millones's decomposition, at the 868 m"
notes/draft-methods.md,707,7. Validation,0.25,self_evident,grid resolution,,grid on which both are committed and at the 0.25 degree lattice the association
notes/draft-methods.md,714,7. Validation,13.2,measured,inline resolver,atten.var_share_pct,"variance is 13.2<!--#atten.var_share_pct--> % of the predictor's own variance,"
notes/draft-methods.md,715,7. Validation,0.868,measured,inline resolver,atten.lambda_min,so the reliability ratio is at least 0.868<!--#atten.lambda_min--> and the
notes/draft-methods.md,716,7. Validation,1.15,measured,inline resolver,atten.factor_max,de-attenuation factor is at most 1.15<!--#atten.factor_max-->. Results §3.4
notes/draft-methods.md,716,7. Validation,3.4,self_evident,structural context,,de-attenuation factor is at most 1.15<!--#atten.factor_max-->. Results §3.4
notes/draft-methods.md,724,7. Validation,0.118,unresolved,"in an artefact, no resolver","albedo_confounder_2018.csv, partial correlation",the signed difference correlating at −0.118 with methane once the fraction is
notes/draft-methods.md,735,7. Validation,6,self_evident,structural context,,bounded. None of the capability statements of §6 depends on either.
notes/draft-methods.md,737,8. Reproducibility,8,self_evident,structural line,,## 8. Reproducibility
notes/draft-methods.md,741,8. Reproducibility,74,measured,inline resolver,pipeline.recipes,74<!--#pipeline.recipes--> artefacts are registered across four tiers:
notes/draft-methods.md,742,8. Reproducibility,41,measured,inline resolver,pipeline.recipes_committed,41<!--#pipeline.recipes_committed--> regenerate from a fresh clone with no
notes/draft-methods.md,744,8. Reproducibility,22,measured,inline resolver,pipeline.recipes_local,22<!--#pipeline.recipes_local--> require local raw data and are verified where it
notes/draft-methods.md,745,8. Reproducibility,10,measured,inline resolver,pipeline.recipes_network,exists; 10<!--#pipeline.recipes_network--> require a network fetch and are verified
notes/draft-results.md,11,(none),1,self_evident,structural context,,"preliminary material, so §1 reports the observing system, §2 the field it"
notes/draft-results.md,11,(none),2,self_evident,structural context,,"preliminary material, so §1 reports the observing system, §2 the field it"
notes/draft-results.md,12,(none),3,self_evident,structural context,,"produced, §3 the land-cover association, §4 the confounds, §5 the"
notes/draft-results.md,12,(none),4,self_evident,structural context,,"produced, §3 the land-cover association, §4 the confounds, §5 the"
notes/draft-results.md,12,(none),5,self_evident,structural context,,"produced, §3 the land-cover association, §4 the confounds, §5 the"
notes/draft-results.md,13,(none),6,self_evident,structural context,,cross-validation diagnostics and §6 the capability assessment. That is close to
notes/draft-results.md,19,0. The primary field,0,self_evident,structural line,,## 0. The primary field
notes/draft-results.md,21,0. The primary field,2.4,self_evident,structural context,,Four column fields were carried (methods §2.4) and three have complete baseline
notes/draft-results.md,25,0. The primary field,3,self_evident,structural context,,affects how every number in §3 should be read.
notes/draft-results.md,28,0. The primary field,926,measured,inline resolver,composite.covered_cells,Between-cell standard deviations over the 926<!--#composite.covered_cells-->
notes/draft-results.md,29,0. The primary field,14.40,measured,inline resolver,field.sd_raw,"covered cells are 14.40<!--#field.sd_raw--> ppb for the raw retrieval,"
notes/draft-results.md,30,0. The primary field,14.86,measured,inline resolver,field.sd_operational,"14.86<!--#field.sd_operational--> ppb operationally corrected,"
notes/draft-results.md,31,0. The primary field,15.90,measured,inline resolver,field.sd_blended,15.90<!--#field.sd_blended--> ppb blended and
notes/draft-results.md,32,0. The primary field,13.26,measured,inline resolver,field.sd_deseasonalised,13.26<!--#field.sd_deseasonalised--> ppb deseasonalised. The unweighted
notes/draft-results.md,34,0. The primary field,203.9,measured,inline resolver,albedo.slope_raw,"203.9<!--#albedo.slope_raw--> ppb per unit albedo raw,"
notes/draft-results.md,35,0. The primary field,199.7,measured,inline resolver,albedo.slope_corrected,"199.7<!--#albedo.slope_corrected--> ppb operationally corrected,"
notes/draft-results.md,36,0. The primary field,172.5,measured,inline resolver,albedo.slope_deseasonalised,172.5<!--#albedo.slope_deseasonalised--> ppb deseasonalised and
notes/draft-results.md,37,0. The primary field,232.8,measured,inline resolver,albedo.slope_blended,232.8<!--#albedo.slope_blended--> ppb blended; **the operational
notes/draft-results.md,39,0. The primary field,-4.2,measured,inline resolver,albedo.slope_correction,"-4.2<!--#albedo.slope_correction--> ppb per unit albedo**, so it removes"
notes/draft-results.md,41,0. The primary field,16.6,measured,inline resolver,albedo.blended_over_corrected_percent,"the steepest of the four**, 16.6<!--#albedo.blended_over_corrected_percent--> %"
notes/draft-results.md,43,0. The primary field,0.700,measured,inline resolver,albedo.pearson_corrected,0.700<!--#albedo.pearson_corrected--> to
notes/draft-results.md,44,0. The primary field,0.762,measured,inline resolver,albedo.pearson_blended,0.762<!--#albedo.pearson_blended-->. §4.1 reports that comparison and what it
notes/draft-results.md,44,0. The primary field,4.1,self_evident,structural context,,0.762<!--#albedo.pearson_blended-->. §4.1 reports that comparison and what it
notes/draft-results.md,47,0. The primary field,0.085,measured,inline resolver,suite.impervious_operational,"0.085<!--#suite.impervious_operational--> operationally corrected,"
notes/draft-results.md,48,0. The primary field,0.065,measured,inline resolver,suite.impervious_blended,0.065<!--#suite.impervious_blended--> blended and
notes/draft-results.md,49,0. The primary field,0.095,measured,inline resolver,suite.impervious_deseasonalised,"0.095<!--#suite.impervious_deseasonalised--> deseasonalised, against a spatial"
notes/draft-results.md,50,0. The primary field,0.332,measured,inline resolver,suite.null_operational,"null of 0.332<!--#suite.null_operational-->,"
notes/draft-results.md,51,0. The primary field,0.414,measured,inline resolver,suite.null_blended,0.414<!--#suite.null_blended--> and
notes/draft-results.md,52,0. The primary field,0.337,measured,inline resolver,suite.null_deseasonalised,0.337<!--#suite.null_deseasonalised--> respectively.
notes/draft-results.md,57,0. The primary field,0.03,unresolved,"equals a resolver's value, written unmarked",collinear.partial_weighted,"the choice: the three suites bracket the impervious figure within 0.03 of R², and"
notes/draft-results.md,65,0. The primary field,4.1,self_evident,structural context,,"made it quotable. It is now in the artefact, it is reported above and in §4.1,"
notes/draft-results.md,70,0. The primary field,11.9,cited,in a draft's own exemption list,results: blended single-retrieval precision ppb,field by its authors' own measurement — single-retrieval precision of 11.9 ppb
notes/draft-results.md,71,0. The primary field,14.5,cited,in a draft's own exemption list,results: operational single-retrieval precision ppb,"against the operational product's 14.5 ppb, and a reduction in spatially variable"
notes/draft-results.md,72,0. The primary field,14.3,neither,no resolver and no exemption,,bias against GOSAT from 14.3 to 10.4 ppb at 0.25 × 0.3125° — and reporting it
notes/draft-results.md,72,0. The primary field,10.4,neither,no resolver and no exemption,,bias against GOSAT from 14.3 to 10.4 ppb at 0.25 × 0.3125° — and reporting it
notes/draft-results.md,72,0. The primary field,0.25,self_evident,grid resolution,,bias against GOSAT from 14.3 to 10.4 ppb at 0.25 × 0.3125° — and reporting it
notes/draft-results.md,72,0. The primary field,0.3125,self_evident,grid resolution,,bias against GOSAT from 14.3 to 10.4 ppb at 0.25 × 0.3125° — and reporting it
notes/draft-results.md,83,0. The primary field,4.1,self_evident,structural context,,land cover and sampling season — so neither contradicts the other. §4.1 carries
notes/draft-results.md,88,0. The primary field,6,self_evident,structural context,,"observing-system characterisation of §6, and that characterisation is largely"
notes/draft-results.md,93,0. The primary field,3,self_evident,structural context,,"therefore bears on §3, the land-cover result the paper still has to report, and"
notes/draft-results.md,97,1. The observing system,1,self_evident,structural line,,## 1. The observing system
notes/draft-results.md,99,1.1 Coverage,1.1,self_evident,structural line,,### 1.1 Coverage
notes/draft-results.md,101,1.1 Coverage,"110,920",measured,inline resolver,composite.soundings,"The 2018 composite rests on 110,920<!--#composite.soundings--> qualifying"
notes/draft-results.md,101,1.1 Coverage,2018,self_evident,year as a date,,"The 2018 composite rests on 110,920<!--#composite.soundings--> qualifying"
notes/draft-results.md,102,1.1 Coverage,223,measured,inline resolver,composite.granules_with_data,soundings from 223<!--#composite.granules_with_data--> productive granules of
notes/draft-results.md,103,1.1 Coverage,578,measured,inline resolver,composite.granules_gridded,578<!--#composite.granules_gridded--> candidates. They cover
notes/draft-results.md,104,1.1 Coverage,926,measured,inline resolver,composite.covered_cells,"926<!--#composite.covered_cells--> of the 1,023<!--#composite.total_cells-->"
notes/draft-results.md,104,1.1 Coverage,"1,023",measured,inline resolver,composite.total_cells,"926<!--#composite.covered_cells--> of the 1,023<!--#composite.total_cells-->"
notes/draft-results.md,105,1.1 Coverage,90.52,measured,inline resolver,composite.coverage_percent,"lattice cells, 90.52<!--#composite.coverage_percent--> %. Per-cell sounding"
notes/draft-results.md,106,1.1 Coverage,1,measured,inline resolver,composite.min_soundings,counts run from 1<!--#composite.min_soundings--> to
notes/draft-results.md,107,1.1 Coverage,410,measured,inline resolver,composite.max_soundings,410<!--#composite.max_soundings--> with a median of
notes/draft-results.md,108,1.1 Coverage,74,measured,inline resolver,composite.median_soundings,"74<!--#composite.median_soundings-->, a spread of more than two orders of"
notes/draft-results.md,109,1.1 Coverage,15,cited,in a draft's own exemption list,"introduction: fifteen Tg, the inventory gap",magnitude across cells whose areas differ by under 15 %.
notes/draft-results.md,114,1.1 Coverage,97,self_evident,study box or lattice shape,,so the 97 uncovered cells are not uncovered for want of record length.
notes/draft-results.md,118,1.1 Coverage,2017,self_evident,year as a date,,(2017) show that even after substantial averaging significant representation
notes/draft-results.md,126,1.2 Where the gaps are,1.2,self_evident,structural line,,### 1.2 Where the gaps are
notes/draft-results.md,128,1.2 Where the gaps are,97,measured,inline resolver,composite.uncovered_cells,The 97<!--#composite.uncovered_cells--> uncovered cells are not distributed at
notes/draft-results.md,129,1.2 Where the gaps are,74,measured,inline resolver,composite.absent_on_land,"random. 74<!--#composite.absent_on_land--> lie wholly on land, and their median"
notes/draft-results.md,130,1.2 Where the gaps are,502,measured,inline resolver,composite.absent_median_elevation,elevation is 502<!--#composite.absent_median_elevation--> m against
notes/draft-results.md,131,1.2 Where the gaps are,35,measured,inline resolver,composite.covered_median_elevation,35<!--#composite.covered_median_elevation--> m for covered cells;
notes/draft-results.md,132,1.2 Where the gaps are,50,measured,inline resolver,composite.absent_above_500m,"50<!--#composite.absent_above_500m--> sit above 500 m, against"
notes/draft-results.md,132,1.2 Where the gaps are,500,self_evident,label or pair beside a marked number,,"50<!--#composite.absent_above_500m--> sit above 500 m, against"
notes/draft-results.md,133,1.2 Where the gaps are,24,measured,inline resolver,composite.covered_above_500m,24<!--#composite.covered_above_500m--> of the 926. They form
notes/draft-results.md,133,1.2 Where the gaps are,926,self_evident,study box or lattice shape,,24<!--#composite.covered_above_500m--> of the 926. They form
notes/draft-results.md,134,1.2 Where the gaps are,19,measured,inline resolver,composite.absent_components,"19<!--#composite.absent_components--> connected components, the largest of which"
notes/draft-results.md,135,1.2 Where the gaps are,47,measured,inline resolver,composite.largest_absent_block,is 47<!--#composite.largest_absent_block--> cells over the mountains on the
notes/draft-results.md,140,1.2 Where the gaps are,6,measured,inline resolver,composite.coast_median_soundings,6<!--#composite.coast_median_soundings--> against
notes/draft-results.md,141,1.2 Where the gaps are,133,measured,inline resolver,composite.land_median_soundings,133<!--#composite.land_median_soundings--> for cells that are wholly land. The
notes/draft-results.md,147,1.3 Sampling through the year,1.3,self_evident,structural line,,### 1.3 Sampling through the year
notes/draft-results.md,149,1.3 Sampling through the year,2018,self_evident,year as a date,,"The 2018 record is an eight-month record, beginning 30 April. Within those eight"
notes/draft-results.md,149,1.3 Sampling through the year,30,cited,in a draft's own exemption list,"introduction: inventory spread, at least 30 percent","The 2018 record is an eight-month record, beginning 30 April. Within those eight"
notes/draft-results.md,157,2. The methane field,2,self_evident,structural line,,## 2. The methane field
notes/draft-results.md,159,2.1 Distribution,2.1,self_evident,structural line,,### 2.1 Distribution
notes/draft-results.md,162,2.1 Distribution,106.1,measured,inline resolver,baseline.observed_span_ppb,"106.1<!--#baseline.observed_span_ppb--> ppb between their extreme values, with a"
notes/draft-results.md,163,2.1 Distribution,14.86,measured,inline resolver,field.sd_operational,between-cell standard deviation of 14.86<!--#field.sd_operational--> ppb. The
notes/draft-results.md,165,2.1 Distribution,11.64,measured,inline resolver,composite.bias_mean,11.64<!--#composite.bias_mean--> ppb relative to the raw retrieval.
notes/draft-results.md,167,2.2 Spatial structure,2.2,self_evident,structural line,,### 2.2 Spatial structure
notes/draft-results.md,170,2.2 Spatial structure,0.7085,measured,inline resolver,residual.observed_moran,0.7085<!--#residual.observed_moran--> under a permutation test with
notes/draft-results.md,171,2.2 Spatial structure,999,measured,inline resolver,residual.permutations,999<!--#residual.permutations--> permutations. An exponential semivariogram
notes/draft-results.md,173,2.2 Spatial structure,103.2,measured,inline resolver,range.operational_field_km,103.2<!--#range.operational_field_km--> km on the operational field and
notes/draft-results.md,174,2.2 Spatial structure,139.1,measured,inline resolver,range.blended_field_km,139.1<!--#range.blended_field_km--> km on the blended field.
notes/draft-results.md,177,2.2 Spatial structure,95.0,measured,inline resolver,range.block_ew_km,95.0<!--#range.block_ew_km--> km east-west against
notes/draft-results.md,178,2.2 Spatial structure,111.2,measured,inline resolver,range.block_ns_km,111.2<!--#range.block_ns_km--> km north-south. The consequence for the
notes/draft-results.md,179,2.2 Spatial structure,5,self_evident,structural context,,cross-validation is reported in §5.
notes/draft-results.md,181,2.3 Differences between the fields,2.3,self_evident,structural line,,### 2.3 Differences between the fields
notes/draft-results.md,185,2.3 Differences between the fields,15.90,measured,inline resolver,field.sd_blended,of the four at 15.90<!--#field.sd_blended--> ppb and the deseasonalised field the
notes/draft-results.md,186,2.3 Differences between the fields,13.26,measured,inline resolver,field.sd_deseasonalised,"smallest at 13.26<!--#field.sd_deseasonalised--> ppb, which is the expected"
notes/draft-results.md,191,3. The land-cover association,3,self_evident,structural line,,## 3. The land-cover association
notes/draft-results.md,193,3.1 Zero-order correlations and their effective degrees of f,3.1,self_evident,structural line,,### 3.1 Zero-order correlations and their effective degrees of freedom
notes/draft-results.md,196,3.1 Zero-order correlations and their effective degrees of f,0.345,measured,inline resolver,collinear.zero_order,"Pearson *r* = 0.345<!--#collinear.zero_order--> unweighted over all 926 cells,"
notes/draft-results.md,196,3.1 Zero-order correlations and their effective degrees of f,926,self_evident,study box or lattice shape,,"Pearson *r* = 0.345<!--#collinear.zero_order--> unweighted over all 926 cells,"
notes/draft-results.md,197,3.1 Zero-order correlations and their effective degrees of f,0.212,measured,inline resolver,collinear.zero_order_weighted,and at 0.212<!--#collinear.zero_order_weighted--> when cells are weighted by
notes/draft-results.md,199,3.1 Zero-order correlations and their effective degrees of f,0.440,measured,inline resolver,collinear.zero_order_raw,0.440<!--#collinear.zero_order_raw-->.
notes/draft-results.md,201,3.1 Zero-order correlations and their effective degrees of f,926,self_evident,study box or lattice shape,,**Those coefficients rest on far fewer independent observations than 926.**
notes/draft-results.md,204,3.1 Zero-order correlations and their effective degrees of f,72,measured,inline resolver,dof.rows,72<!--#dof.rows--> reported associations to a median of
notes/draft-results.md,205,3.1 Zero-order correlations and their effective degrees of f,53.4,measured,inline resolver,dof.effective_n_median,"53.4<!--#dof.effective_n_median--> cells, with a range from"
notes/draft-results.md,206,3.1 Zero-order correlations and their effective degrees of f,11.4,measured,inline resolver,dof.effective_n_min,"11.4<!--#dof.effective_n_min--> to 185.7<!--#dof.effective_n_max--> — that is, to"
notes/draft-results.md,206,3.1 Zero-order correlations and their effective degrees of f,185.7,measured,inline resolver,dof.effective_n_max,"11.4<!--#dof.effective_n_min--> to 185.7<!--#dof.effective_n_max--> — that is, to"
notes/draft-results.md,207,3.1 Zero-order correlations and their effective degrees of f,2.0,measured,inline resolver,dof.shrinkage_min_percent,between 2.0<!--#dof.shrinkage_min_percent--> and
notes/draft-results.md,208,3.1 Zero-order correlations and their effective degrees of f,25.2,measured,inline resolver,dof.shrinkage_max_percent,25.2<!--#dof.shrinkage_max_percent--> % of nominal.
notes/draft-results.md,210,3.1 Zero-order correlations and their effective degrees of f,27,measured,inline resolver,dof.verdict_changed,**27<!--#dof.verdict_changed--> of the 72 associations that reach significance at
notes/draft-results.md,210,3.1 Zero-order correlations and their effective degrees of f,72,self_evident,label or pair beside a marked number,,**27<!--#dof.verdict_changed--> of the 72 associations that reach significance at
notes/draft-results.md,211,3.1 Zero-order correlations and their effective degrees of f,5,neither,no resolver and no exemption,,the 5 % level on nominal degrees of freedom do not reach it after correction.**
notes/draft-results.md,212,3.1 Zero-order correlations and their effective degrees of f,27,neither,no resolver and no exemption,,Those 27 include every weighted land-cover association and every partial
notes/draft-results.md,217,3.2 Partial correlations controlling for albedo,3.2,self_evident,structural line,,### 3.2 Partial correlations controlling for albedo
notes/draft-results.md,221,3.2 Partial correlations controlling for albedo,0.021,measured,inline resolver,collinear.partial,"0.021<!--#collinear.partial--> on the operational field, against a zero-order"
notes/draft-results.md,222,3.2 Partial correlations controlling for albedo,0.345,measured,inline resolver,collinear.zero_order,"0.345<!--#collinear.zero_order-->, with *p* ="
notes/draft-results.md,223,3.2 Partial correlations controlling for albedo,0.53,measured,inline resolver,collinear.partial_p,0.53<!--#collinear.partial_p--> on corrected degrees of freedom. Weighted by
notes/draft-results.md,224,3.2 Partial correlations controlling for albedo,0.032,measured,inline resolver,collinear.partial_weighted,sounding count the partial is 0.032<!--#collinear.partial_weighted--> at *p* =
notes/draft-results.md,225,3.2 Partial correlations controlling for albedo,0.32,measured,inline resolver,collinear.partial_weighted_p,0.32<!--#collinear.partial_weighted_p-->. On the raw retrieval the partial is
notes/draft-results.md,226,3.2 Partial correlations controlling for albedo,0.151,measured,inline resolver,collinear.partial_raw,"larger, 0.151<!--#collinear.partial_raw-->, and retains nominal significance."
notes/draft-results.md,229,3.2 Partial correlations controlling for albedo,94.0,measured,inline resolver,collinear.partial_attenuation_percent,94.0<!--#collinear.partial_attenuation_percent--> % of the zero-order
notes/draft-results.md,232,3.3 Held-out performance against the baselines,3.3,self_evident,structural line,,### 3.3 Held-out performance against the baselines
notes/draft-results.md,238,3.3 Held-out performance against the baselines,0.085,measured,inline resolver,suite.impervious_operational,| Impervious fraction | 0.085<!--#suite.impervious_operational--> | 0.024<!--#suite.impervious_operational_weighted--> | -0.117<!--#suite.impervious_o
notes/draft-results.md,238,3.3 Held-out performance against the baselines,0.024,measured,inline resolver,suite.impervious_operational_weighted,| Impervious fraction | 0.085<!--#suite.impervious_operational--> | 0.024<!--#suite.impervious_operational_weighted--> | -0.117<!--#suite.impervious_o
notes/draft-results.md,238,3.3 Held-out performance against the baselines,-0.117,measured,inline resolver,suite.impervious_operational_lopo,| Impervious fraction | 0.085<!--#suite.impervious_operational--> | 0.024<!--#suite.impervious_operational_weighted--> | -0.117<!--#suite.impervious_o
notes/draft-results.md,238,3.3 Held-out performance against the baselines,0.162,self_evident,label or pair beside a marked number,,| Impervious fraction | 0.085<!--#suite.impervious_operational--> | 0.024<!--#suite.impervious_operational_weighted--> | -0.117<!--#suite.impervious_o
notes/draft-results.md,239,3.3 Held-out performance against the baselines,-0.031,measured,inline resolver,baseline.rice_alone_r2,| Rice fraction | -0.031<!--#baseline.rice_alone_r2--> | −0.093 | −0.067 | −0.414 |
notes/draft-results.md,239,3.3 Held-out performance against the baselines,0.093,unresolved,"equals a resolver's value, written unmarked",above.impervious_bu,| Rice fraction | -0.031<!--#baseline.rice_alone_r2--> | −0.093 | −0.067 | −0.414 |
notes/draft-results.md,239,3.3 Held-out performance against the baselines,0.067,self_evident,label or pair beside a marked number,,| Rice fraction | -0.031<!--#baseline.rice_alone_r2--> | −0.093 | −0.067 | −0.414 |
notes/draft-results.md,239,3.3 Held-out performance against the baselines,0.414,unresolved,"equals a resolver's value, written unmarked",suite.null_blended,| Rice fraction | -0.031<!--#baseline.rice_alone_r2--> | −0.093 | −0.067 | −0.414 |
notes/draft-results.md,240,3.3 Held-out performance against the baselines,0.017,measured,inline resolver,baseline.rice_plus_impervious_r2,| Both fractions | 0.017<!--#baseline.rice_plus_impervious_r2--> | −0.078 | −0.129 | -0.845<!--#suite.both_operational_lopo_weighted--> |
notes/draft-results.md,240,3.3 Held-out performance against the baselines,-0.845,measured,inline resolver,suite.both_operational_lopo_weighted,| Both fractions | 0.017<!--#baseline.rice_plus_impervious_r2--> | −0.078 | −0.129 | -0.845<!--#suite.both_operational_lopo_weighted--> |
notes/draft-results.md,240,3.3 Held-out performance against the baselines,0.078,unresolved,"in an artefact, no resolver","baseline_results_2018.csv, a table cell left unmarked by design",| Both fractions | 0.017<!--#baseline.rice_plus_impervious_r2--> | −0.078 | −0.129 | -0.845<!--#suite.both_operational_lopo_weighted--> |
notes/draft-results.md,240,3.3 Held-out performance against the baselines,0.129,unresolved,"in an artefact, no resolver","baseline_results_2018.csv, a table cell left unmarked by design",| Both fractions | 0.017<!--#baseline.rice_plus_impervious_r2--> | −0.078 | −0.129 | -0.845<!--#suite.both_operational_lopo_weighted--> |
notes/draft-results.md,241,3.3 Held-out performance against the baselines,0.332,measured,inline resolver,suite.null_operational,| Spatial null | 0.332<!--#suite.null_operational--> | 0.514 | −0.091 | 0.003 |
notes/draft-results.md,241,3.3 Held-out performance against the baselines,0.514,unresolved,"equals a resolver's value, written unmarked",sens.null_committed_weighted,| Spatial null | 0.332<!--#suite.null_operational--> | 0.514 | −0.091 | 0.003 |
notes/draft-results.md,241,3.3 Held-out performance against the baselines,0.091,self_evident,label or pair beside a marked number,,| Spatial null | 0.332<!--#suite.null_operational--> | 0.514 | −0.091 | 0.003 |
notes/draft-results.md,241,3.3 Held-out performance against the baselines,0.003,self_evident,label or pair beside a marked number,,| Spatial null | 0.332<!--#suite.null_operational--> | 0.514 | −0.091 | 0.003 |
notes/draft-results.md,242,3.3 Held-out performance against the baselines,0.476,measured,inline resolver,suite.albedo_operational,| Albedo (SWIR) | 0.476<!--#suite.albedo_operational--> | 0.316 | 0.290 | 0.066 |
notes/draft-results.md,242,3.3 Held-out performance against the baselines,0.316,self_evident,label or pair beside a marked number,,| Albedo (SWIR) | 0.476<!--#suite.albedo_operational--> | 0.316 | 0.290 | 0.066 |
notes/draft-results.md,242,3.3 Held-out performance against the baselines,0.290,self_evident,label or pair beside a marked number,,| Albedo (SWIR) | 0.476<!--#suite.albedo_operational--> | 0.316 | 0.290 | 0.066 |
